,Title,platform,release_date,summary,meta_score,user_review
1869,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,2005-11-14,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe is an action adventure based on the Disney and Walden Media film capturing the book series from author C.S. Lewis. Players enter the world of Narnia, a land frozen in eternal winter by the evil powers of the malevolent and evil White Witch. In order to end this frigid captivity and free his people, the mighty lion Aslan, true ruler of Narnia, invokes an ancient prophecy. It will become the destiny of four young siblings from our world: Peter, Susan, Edmund and Lucy Pevensie to work together and use their unique combat skills, weaponry and abilities to defeat the Witch and her armies and save Narnia. These four unlikely heroes must battle the evil forces of the White Witch by waging war against a vast variety of creatures, including Centaurs, Minotaurs, Minoboars, Cyclops, Werewolves, Wraiths, Ankleslicers, Wolves, Satyrs, Boggles and more. Battle the evil forces of the White Witch by waging war against a huge variety of creatures, including Centaurs, Minotaurs, Minoboars, Cyclops, Werewolves, Wraiths, Ankleslicers, Wolves, Satyrs, Boggles and more. Utilize the unique combat skills, weaponry and special moves of each character to fight and fend off hordes of dark mythical beasts, or solve intricate puzzles and progress through the adventure. Two-player action featuring all four characters. [Disney Interactive]",65,8.0
1870,Alien Spidy,Xbox,2013-03-20,Alien Spidy is a challenging platform adventure game set in a visually stunning 2D/3D environment.,55,4.6
1871,Devil's Third,Xbox,2015-08-28,"[Available in the US in December 2015] The first project under THQ's partnership with game creator Tomonobu Itagaki and his newly formed Valhalla Game Studios, Devil's Third is a fast-paced action game set in the near future in the wake of a global catastrophe. Itagaki, whose credits include the critically acclaimed Ninja Gaiden and Dead or Alive franchises, has pledged to deliver an experience like no other, combining a deep storyline with original combat mechanics all set against an atmospheric and explosive backdrop.",43,6.7
1872,Fade to Silence,PC,2019-04-30,"Fade to Silence is a Survival-RPG set in the cold and deadly world of a post-apocalyptic winter. You assume the role of Ash, a natural but tormented leader, exploring a post-apocalyptic frozen wasteland, gathering the resources necessary to establish a refuge for survival. With dwindling supplies, simple tasks like upgrading equipment and collecting materials require an immediate expedition to scavenge the necessary items. In the search for survival materials, players must navigate a vast territory, in which they will encounter Eldritch monsters and an even greater foe; the unrelenting winter. While freezing temperatures constantly take their toll on Ash, the deadliest event is a constant threat – a blizzard. If caught by surprise, it takes every ounce of skill, determination and luck to survive.",57,4.6
1873,Fade to Silence,PlayStation Vita,2019-04-30,"Fade to Silence is a Survival-RPG set in the cold and deadly world of a post-apocalyptic winter. You assume the role of Ash, a natural but tormented leader, exploring a post-apocalyptic frozen wasteland, gathering the resources necessary to establish a refuge for survival. With dwindling supplies, simple tasks like upgrading equipment and collecting materials require an immediate expedition to scavenge the necessary items. In the search for survival materials, players must navigate a vast territory, in which they will encounter Eldritch monsters and an even greater foe; the unrelenting winter. While freezing temperatures constantly take their toll on Ash, the deadliest event is a constant threat – a blizzard. If caught by surprise, it takes every ounce of skill, determination and luck to survive.",55,4.4
1874,Stronghold,PC,2001-10-21,"Set in medieval Europe, players establish settlements, build and manage castles and engage in siege warfare. The game incorporates much more building and ""community managing"" than a traditional RTS, yet allows for a more intense combat experience than city builders have featured in the past. [GodGames]",81,8.9
1875,The Guided Fate Paradox,PlayStation 3,2013-11-05,Players take on the role of high school student Renya Kagurazaka who has become a god by winning a lottery in a mall! Renya must travel through the Copy World in order to affect changes in the Original World and make people's wishes come true. But is there some other force at work?,74,7.8
1876,Monster Hunter: World,Xbox One,2018-01-26,"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]",90,7.1
1877,Monster Hunter: World,PlayStation 4,2018-01-26,"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]",90,7.7
1878,Monster Hunter: World,PC,2018-08-09,"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]",88,6.8
1879,Savage Skies,Xbox 360,2002-03-31,"A wicked creature based action game set in a fantasy world where a war is being waged between three factions vying for total power. The key to gameplay is high-intensity creature combat featuring action-oriented flight and combat systems that make the player feel like they are controlling powerful beasts of war. Dragons, demons, unicorns, and dozens of other mythical denizens inhabit Savage Skies. The game features more than 27 unique missions, 9 in each faction's campaign, and the ability to unlock up to 24 creatures, 7 multiplayer levels, and tons of hidden gameplay modes. [BAM! Entertainment]",56,tbd
1880,Mario Party 6,GameCube,2004-12-06,"Mario Party 6 offers a new batch of games that require both your fingers and your voice. In this installment in the Mario Party series, you can use the included microphone controller to talk your way to victory. More than 80 minigames are included. You can play as Mario, Bowser, or other characters from the Mushroom Kingdom. New characters appear on the board depending on what time of day it is. The game supports up to four players.",71,8.0
